"","orig.ident","nCount_RNA","nFeature_RNA","percent_mt","percent_ERCC","S.Score","G2M.Score","Phase","old.ident"
"GKCKGW","XRA",886745,2071,11.033950008176,0.00011277199194808,-0.0176693418385613,-0.0724653991402042,"G1","XRA"
"GFEAYD","XRA",3673935,2506,10.152438733946,0.0259667087196698,-0.0367712055950532,-0.0532440836457052,"G1","XRA"
"KUCIIU","XRA",2980178,2311,4.95735489625116,0,-0.072378558989006,0.14284781615623,"G2M","XRA"
"OZDJUP","XRA",10677,630,5.59145827479629,0,-0.0428570720763813,-0.027478316841258,"G1","XRA"
"HDEHQY","XRA",2465133,2020,12.0164307564744,4.05657625775161e-05,-0.0224328547826161,-0.0196522344934398,"G1","XRA"
"BABKGC","XRA",189132,1562,8.66749148742677,0.0280227565932788,0.0302784318480401,-0.0550918529686588,"S","XRA"
"NAWOXY","XRA",2429681,1855,6.20361273763922,0,-0.0804828052916366,0.109858934973895,"G2M","XRA"
"XSVMQL","XRA",2771180,2712,11.9428907541192,0.0276055687468876,0.0059481739770903,-0.0639487506928674,"S","XRA"
"ZHZRXR","XRA",3435095,2757,9.547334207642,0.051672515607283,-0.0741666364938892,-0.0914421408381189,"G1","XRA"
"KYDAON","XRA",988566,2443,7.83326555839469,0.082038022752148,-0.0835780636987771,-0.011878744112789,"G1","XRA"
"VGZQVG","XRA",576248,1555,9.287494273299,0.0779178409295998,-0.0145565658831944,-0.0635205774899488,"G1","XRA"
"MKXMYD","XRA",53585,699,6.45516469161146,0,-0.0370523138858049,-0.0470437537015677,"G1","XRA"
"RPCKCU","XRA",2431755,2172,14.1994978934967,0,-0.0532858659458185,-0.0332618075104132,"G1","XRA"
"VKAPPX","XRA",2352269,2544,4.71026060369796,0.0280155033289135,-0.0862870992621592,0.0895583676078118,"G2M","XRA"
"TMYQKF","XRA",1887255,2899,4.24357068864568,0,-0.0923898850312777,-0.0625567381455901,"G1","XRA"
"FNZUFK","XRA",3208301,2597,5.02437271315877,0.00246236247783484,0.0276131563281674,-0.0372110109764123,"S","XRA"
"NWNCUB","XRA",595793,1068,10.0734651128832,0,-0.0551638854529293,-0.0592012061396746,"G1","XRA"
"SBUUOW","XRA",260798,1312,5.36583869508202,0,-0.0411152277545697,0.00136685735991157,"G2M","XRA"
"FFRLRC","XRA",2679620,2382,2.90940506489726,0.0002612310700771,-0.0733315502719305,-0.00459201495811573,"G1","XRA"
"XTOMJO","XRA",3107567,2365,4.51404587576068,3.2179515357191e-05,-0.00523325657097604,-0.0721551590525177,"G1","XRA"
"YGCGEN","XRA",288583,1253,5.66041658725566,0,0.00203952401736562,-0.015709505871209,"S","XRA"
"EJSYLD","XRA",2003937,2662,14.163269603785,0.000249508841844828,-0.0677854950263776,-0.0312739639155102,"G1","XRA"
"SYACKD","XRA",1687954,1982,7.81733388469117,0.000118486641223635,-0.0680035234830806,-0.0664727645924663,"G1","XRA"
"CHPDMJ","XRA",438756,2573,8.55965502466063,0,0.0204417767937786,-0.0722144425391291,"S","XRA"
"LAZIAJ","XRA",1482174,2835,9.68428807953722,0.003373423093375,-0.0838998879556259,-0.0424619908492318,"G1","XRA"
"QHZCDG","XRA",361248,1523,4.91545973956949,0,0.0280698370184203,0.0796999980760905,"G2M","XRA"
"KLIAZC","XRA",307958,1842,5.25331376356516,0.0162359802310705,-0.0914752214592961,-0.0845468214833528,"G1","XRA"
"WNXZIA","XRA",24494,581,0.71037805176778,0,-0.054561604457991,-0.0420956959745503,"G1","XRA"
"KUYSNT","XRA",7347,730,13.6518306791888,0,-0.0501839400190853,0.0505929746939987,"G2M","XRA"
"WVSLLV","XRA",66133,319,0,0,-0.0323893716831156,-0.0197444276191721,"G1","XRA"
"MRPXHO","XRA",798000,2491,6.47230576441103,0,-0.0435340348570079,-0.0658109193768051,"G1","XRA"
"TERWJA","XRA",98861,2650,7.42051971960632,0.0161843396283671,-0.0672586070534203,-0.0754872286900668,"G1","XRA"
"UYRAYM","XRA",68915,1735,7.20452731625916,0.0464340129144598,-0.022316715742312,-0.0806875521932635,"G1","XRA"
"OBETIQ","XRA",11322,1038,6.24447977389154,0,-0.0619333461063304,-0.0685846011566808,"G1","XRA"
"TYFVAY","XRA",8072,410,0.297324083250743,0,-0.0379065700039518,-0.0374873662745772,"G1","XRA"
"ZVRHWW","XRA",19258,1363,8.13687818049642,0,-0.0365392035454099,-0.066683820318967,"G1","XRA"
"JWNPAX","XRA",102161,1180,9.20703595305449,0,0.0421053795841907,0.0580082483140579,"G2M","XRA"
"QORYEL","XRA",1069068,2222,9.26152499186207,0,-0.0292963184511735,-0.0838512837938285,"G1","XRA"
"HLXURQ","XRA",50994,1189,2.82582264580147,0,-0.0715196846251222,-0.0669334511771268,"G1","XRA"
"KBQFCD","XRA",7905,322,12.1695129664769,0,0.0770400660613478,-0.0439263126169942,"S","XRA"
"WQADEM","XRA",28553,651,6.290057086821,0,-0.0380512828254994,-0.0485313836552655,"G1","XRA"
"TVWABF","XRA",132953,1222,7.52295924123562,0,0.0216569182675937,-0.0402485974651247,"S","XRA"
"SUQDMT","XRA",88175,812,14.2444003402325,0,0.0410543864267427,-0.0546467544099449,"S","XRA"
"XPBDDW","XRA",1142524,2477,9.28216825204547,0.0530404612944673,0.00371676453303556,-0.0281981019286804,"S","XRA"
"YXCUAS","XRA",964959,2169,8.21112606856872,0.0244569976548226,-0.0207476269290719,-0.0316590235670398,"G1","XRA"
"QYXAIW","XRA",1264440,2649,11.4697415456645,0.00110720951567492,-0.0467438320996656,-0.0650778771320282,"G1","XRA"
"FMMNYN","XRA",526563,1367,10.3055095021868,0,-0.00597172841749135,-0.0328366569982497,"G1","XRA"
"HNLUBJ","XRA",917581,1940,10.2838877439703,0,0.00854796052507301,0.0310979165643886,"G2M","XRA"
"MCKBAG","XRA",889362,1858,0.224542986995172,0,-0.0810810580082493,0.029452098217196,"G2M","XRA"
"ZBDYCY","XRA",15152,362,14.9485216473073,0,-0.0328783401678845,-0.0351038242374702,"G1","XRA"
"PBDKVK","XRA",49974,871,3.66990835234322,0,-0.0458957402974756,-0.0489864549821569,"G1","XRA"
"VZGWRH","XRA",21553,382,10.5136175938384,0,-0.0418978601489482,-0.0323051973641729,"G1","XRA"
"ETZWRV","XRA",142839,796,9.29788083086552,0,-0.0397920527492502,-0.0512563653136146,"G1","XRA"
"HQFWBT","XRA",1417084,2978,4.4424324881235,0,0.0141982324078441,-0.0313381841283001,"S","XRA"
"HCPACI","XRA",1232371,2594,3.04648518993063,0.0990773070771708,0.000995463922985967,0.0248166186284293,"G2M","XRA"
"BSBIJK","XRA",311730,2153,13.4619702948064,0,0.00457021690774059,0.0157799560306124,"G2M","XRA"
"WCXWVO","XRA",1064741,2728,11.0669167431328,0.000563517324870555,-0.0758918435488222,-0.0719776408464076,"G1","XRA"
"VJOQPA","XRA",304012,1571,6.80170519584753,0,-0.00584120448739883,0.00392753749021534,"G2M","XRA"
"ABHDVP","XRA",5148,291,3.76845376845377,0,-0.0233063433133137,-0.0311682132982648,"G1","XRA"
"HWZLLH","XRA",95712,485,0.0595536609829488,0,-0.0265867947934199,-0.0315251122027367,"G1","XRA"
"XOFUYB","XRA",148193,1067,11.6854372338774,0,-0.0509268298436279,-0.0697647472012051,"G1","XRA"
"JRATZH","XRA",59466,373,0.230383748696734,0,-0.0363348967345461,-0.0327062049644495,"G1","XRA"
"XYGKUW","XRA",197326,930,8.69322846457132,0,-0.0420063189669318,-0.0539355159277844,"G1","XRA"
"YMPZIR","XRA",810671,2167,14.0407144205232,0.0599503374365186,-0.0557573205688545,-0.0894157530831668,"G1","XRA"
"BWYYTV","XRA",992365,2829,5.06829644334494,0.00695308681785432,-0.0239617016994204,0.0306207383213831,"G2M","XRA"
"IDCNVL","XRA",192702,1158,11.3678114394246,0,0.0154883544127447,-0.0115420057666254,"S","XRA"
"TXIOZF","XRA",936064,2908,8.67857325994804,0.0425184602762204,-0.0548065046930314,-0.0866189695346212,"G1","XRA"
"YBVVOW","XRA",660854,2806,7.26771722649783,0.0125595063357413,0.0669377495066991,-0.0470843666246849,"S","XRA"
"AUIMST","XRA",39493,450,10.1663585951941,0,-0.0336152953025163,0.00671909570750816,"G2M","XRA"
"XHCEGH","XRA",720570,2156,5.43264360159318,0.000693895110815049,0.0165088983412499,-0.0480542038232075,"S","XRA"
"AXVJNI","XRA",72874,579,14.4660647144386,0,-0.0215567181165474,-0.0376837658484195,"G1","XRA"
"UUHKPZ","XRA",511918,1923,6.03612297281987,0,-0.0538538647437513,-0.0343622393685932,"G1","XRA"
"TBBXQS","XRA",882525,1065,0.129514744624798,0,-0.0567856523786158,-0.0492506348381063,"G1","XRA"
"VEQCHU","XRA",608811,1259,0,0,-0.043935846940449,-0.0534070799007253,"G1","XRA"
"HQMOBI","XRA",1079048,2657,3.72411607268629,0,-0.0455815430497956,-0.0728664623419947,"G1","XRA"
"RLGDQP","XRA",1034545,2680,7.25604009492096,0.0143058059340096,-0.0651331108873832,-0.0768217781117644,"G1","XRA"
"OAJJAR","XRA",44150,735,6.22876557191393,0,-0.00957582690724717,-0.0648195038651164,"G1","XRA"
"BBAFXI","XRA",514815,1624,10.8936219807115,0,-0.066246144913305,-0.0796883046693661,"G1","XRA"
"JWZZBM","XRA",1079654,2981,7.74525912931365,0,-0.0710897278386093,-0.021346063997873,"G1","XRA"
"DUXPHF","XRA",220131,491,0,0.0104483239525555,-0.0378284975411435,-0.000959269780122535,"G1","XRA"
"QHMXLE","XRA",827234,1722,7.07466085775004,0.000120884779880904,-0.0695974879517828,-0.017086512325705,"G1","XRA"
"MWVYNC","XRA",375261,1092,0.0604912314362537,0,-0.0497266635917935,-0.046995030952111,"G1","XRA"
"XZOKOY","XRA",155290,1097,10.2736814991307,0.0476527786721618,-0.046709805635816,-0.0272915628284111,"G1","XRA"
"MLIBPE","XRA",329650,1368,12.4598816927044,0,0.00927775161741436,-0.0607075065513028,"S","XRA"
"YHMVEY","XRA",1295157,2275,0.0459403763404745,0,0.0445094458052399,-0.0788348270805565,"S","XRA"
"EHGCBB","XRA",1115961,2401,5.17643537722196,0.00985697528856295,-0.0423263312489491,-0.034997513606938,"G1","XRA"
"HBZYDY","XRA",199382,863,3.98180377366061,0,-0.00643677633169649,-0.0538331599027748,"G1","XRA"
"WGVYVW","XRA",176321,2429,5.89152738471311,0.00397003193039967,0.00300856179813543,-0.0502416282312149,"S","XRA"
"ZWTNUD","XRA",1540384,2490,0.000584269896337537,0.00447940253858778,-0.0896572297311051,-0.047412632861093,"G1","XRA"
"KXJTWI","XRA",302264,609,0,0.0423470873144007,-0.0297320657300107,-0.0304082521253422,"G1","XRA"
"WXKWID","XRA",208065,1099,8.67469300458991,0,-0.0503896595815937,-0.0131493999812215,"G1","XRA"
"LHIKIC","XRA",480477,1530,9.3894192646058,0,-0.0335965130156621,-0.0441338131402817,"G1","XRA"
"GUZWAB","XRA",572895,1415,10.210422503251,0,-0.0615252341301116,-0.0738079593836207,"G1","XRA"
"WEUXNA","XRA",1163265,2186,9.20529715928873,0,-0.0610128027391602,-0.0216458478022317,"G1","XRA"
"DFQSJL","XRA",360348,2017,3.53297368099726,0,0.129168307645575,-0.0830717008145429,"S","XRA"
"EEOYSP","XRA",149932,568,0,0,-0.0326313143832019,-0.0320240405241774,"G1","XRA"
"UZHTPN","XRA",290060,1224,5.18927118527201,0,0.0203258992759748,-0.0639910387921862,"S","XRA"
"ARCCUS","XRA",929267,2402,6.88887047533163,0.0320682860792431,-0.0323842520687576,-0.0991226423285084,"G1","XRA"
"CALZQG","XRA",1220402,2216,7.52645439781318,0,0.102126981421843,-0.0539875758688292,"S","XRA"
"JTFABP","XRA",1178117,1954,6.06773351033896,0,-0.0465913728713117,-0.0169253111275437,"G1","XRA"
"UINHOG","XRA",164162,1317,13.9155224717048,0.0231478661322352,-0.0716638632612945,-0.0730810537188662,"G1","XRA"
"YDLRPO","XRA",701007,1131,0.626955222986361,0,-0.0533285430051416,-0.0561773100764904,"G1","XRA"
"AWNRFC","XRA",470518,771,0.0699229359981977,0,-0.0550845230386882,-0.0495814546477872,"G1","XRA"
"CJVOMZ","XRA",654077,1796,7.88301683135166,0,-0.023750692132023,-0.0456562129019088,"G1","XRA"
"VDEKAU","XRA",366117,2230,10.9751800653889,0,-0.0864860969036801,-0.0123714166069918,"G1","XRA"
"VAWAGL","XRA",1324240,1473,0,0,-0.0769464712759332,-0.0625307005961215,"G1","XRA"
"QCIORU","XRA",779874,1812,7.24565763187387,0.000128225841610311,0.0216138470271171,-0.0884902363327267,"S","XRA"
"DGJLBG","XRA",1311751,2445,9.32936205118197,0.0192109630562508,0.000649018641203411,0.0083031689203656,"G2M","XRA"
"KPAHMH","XRA",303701,806,0,0,-0.0440714126435421,-0.047960681380167,"G1","XRA"
"APVOGC","XRA",375977,1337,8.60877128122199,0,0.0970989692982609,-0.0257022950041202,"S","XRA"
"HWXMME","XRA",1150642,2013,8.01656814195901,0.0431063701829066,-0.0134377270408401,-0.048276042097455,"G1","XRA"
"GJRDMV","XRA",230575,580,0,0,-0.0383154330730737,-0.0352613763193121,"G1","XRA"
"EDSXKU","XRA",577949,1644,9.32366004612864,0,-0.0249241449472252,0.0591213082379925,"G2M","XRA"
"CEBLTA","XRA",1203162,2370,8.21277600190166,0,0.00538198246784317,-0.0617574747323417,"S","XRA"
"KKZFTV","XRA",740076,1684,8.65816483712484,0.0151335808754777,0.0632985188954458,0.0249130147334721,"S","XRA"
"RKIHVN","XRA",207396,2028,4.46103107099462,0,-0.0104758787069785,-0.0191310907209688,"G1","XRA"
"VDJREN","XRA",924950,2894,8.16163035839775,0.000108113952105519,-0.0251171182188103,-0.0555668831873653,"G1","XRA"
"MHTGNP","XRA",438944,1638,13.766448567471,0,-0.0118039043713434,-0.0780569674099937,"G1","XRA"
"COAFKF","XRA",1304113,2988,5.04480823364233,0,-0.00376457164702088,-0.0433770643444436,"G1","XRA"
"JBDORT","XRA",480990,1490,9.41370922472401,0,0.0918496066173266,-0.0699701716787735,"S","XRA"
"JWUVXZ","XRA",934764,2113,9.05800822453582,0.0765968736493917,-0.0720155478640214,0.0191708834046581,"G2M","XRA"
"GUEAOK","XRA",757889,2051,10.9812914556089,0.0238821252188645,-0.0154524090025611,-0.0584647228165713,"G1","XRA"
"XNBOFL","XRA",547289,1718,8.39592975557703,0,-0.00123564064594636,-0.00671445792940388,"G1","XRA"
"DBUAFW","XRA",871721,2267,9.95697017738474,0.0119304226925817,-0.0877913242224181,-0.10214546854596,"G1","XRA"
"ITJEMG","XRA",612437,1021,0.207204985982232,0,-0.0442370596124404,-0.0552013795427601,"G1","XRA"
"ALISWM","XRA",360102,1611,6.73031529955402,0,-0.00563958944344468,-0.0836523518991836,"G1","XRA"
"JKQLGY","XRA",1218910,2998,7.17263784856962,0.0129624008335316,-0.0363147822023731,-0.0519547328395525,"G1","XRA"
"TSYZBG","XRA",938196,2808,6.15244575760289,0,-0.0847952471619951,-0.0599824232199184,"G1","XRA"
"HXJHEM","XRA",772815,1040,0,0,0.0132594559420945,0.00213507535902109,"S","XRA"
"KDAQCR","XRA",995143,2945,7.40958837071657,0.0495406187854409,-0.068383661822609,0.011841193326075,"G2M","XRA"
"SBPCXT","XRA",1160927,2136,10.1857394995551,0.0142127799594634,-0.0266857179744548,-0.0125706849875387,"G1","XRA"
"JLJAIJ","XRA",740906,2306,8.64860049722907,0,-0.0378132834895991,0.0163542839365174,"G2M","XRA"
"ERPDDN","XRA",425860,1435,8.54576621424881,0,0.0021229535417387,-0.0702694951788364,"S","XRA"
"XSIZIW","XRA",688506,1656,8.97857099284538,0,-0.0533230816678103,-0.0499099079595461,"G1","XRA"
"MKGIYR","XRA",778874,1160,0.305312540924463,0,-0.0517168306746789,-0.0520675083138512,"G1","XRA"
"MIUWQU","XRA",644032,2805,13.4932736261552,0.0495317002881844,-0.0821192890314196,-0.0597403112454964,"G1","XRA"
"XQKQAR","XRA",864794,1617,12.2882443680229,0,-0.016201331173389,-0.0702110568804183,"G1","XRA"
"SMDQRP","XRA",950477,1954,6.52177801251372,0.0168336529973897,0.030021934468211,-0.0986295334413285,"S","XRA"
"EBMEHI","XRA",597465,2782,11.3131313131313,0.0406718385177374,-0.0117166109085105,-0.00454117649790207,"G1","XRA"
"KPGTEQ","XRA",692099,1504,14.7458672819929,0,-0.0488806331805322,0.0542244533002427,"G2M","XRA"
"CDMRZD","XRA",406202,2545,5.19249043579303,0,0.00891523981064621,-0.102227612584188,"S","XRA"
"XOOXGZ","XRA",483874,2248,14.6269483377904,0.0200465410416761,-0.0180536763498401,0.00612677777963544,"G2M","XRA"
"ZQKUEG","XRA",1244798,2444,6.87300268798632,0.0058644053091345,-0.0525410626583024,0.00637883259565562,"G2M","XRA"
"CFHFYX","XRA",673471,1177,0,0,-0.0735582552053664,-0.0675084635918834,"G1","XRA"
"GINUGD","XRA",1278931,2846,7.96180560170955,0.0161072020304457,0.0392729239157499,-0.0163582165995475,"S","XRA"
"JYZPSZ","XRA",684846,927,0,0,-0.0452186669686727,0.0182656108903016,"G2M","XRA"
"XJNNIH","XRA",1253004,2550,7.96390115274971,0,-0.0397018950877741,-0.0900672411840191,"G1","XRA"
"TOBKYK","XRA",657721,2760,9.3793569005703,0.00608160603052054,-0.0949246032789187,-0.0529986333225979,"G1","XRA"
"BWKNEL","XRA",693121,1753,7.48238763505939,0.0969527687084939,-0.0705821017728472,-0.0832552455460671,"G1","XRA"
"ZWPCTV","XRA",202889,668,0.153778667152975,0,-0.0269375349272583,-0.0132410868094062,"G1","XRA"
"DWXBSJ","XRA",1102235,2219,14.6775415405971,0,-0.0673186625645936,-0.0889036471875041,"G1","XRA"
"TGJOME","XRA",677335,1666,7.43206832660353,0.0103346202396156,0.0121057763821032,-0.0374257202050063,"S","XRA"
"ZPOXBU","XRA",401567,2509,7.97525693097291,0.00921390452900761,-0.0549032496082178,0.0104795349473269,"G2M","XRA"
"VMKBXG","XRA",42068,463,11.3887040030427,0,-0.01732686447048,-0.0366550865651561,"G1","XRA"
"HOZGCZ","XRA",1147007,2499,8.50918956902617,0.0322578676503282,-0.0625763231710499,-0.0660629904854517,"G1","XRA"
"RPECWR","XRA",137412,891,13.9005327045673,0,-0.0241741315903739,-0.00513339715801688,"G1","XRA"
"RIIJJG","XRA",71787,382,1.2147046122557,0,-0.0210067048997842,-0.0180340251531971,"G1","XRA"
"VWDEFZ","XRA",654513,1797,5.54335819151033,0,-0.00427282295689022,-0.0286850001771059,"G1","XRA"
"OMDKGQ","XRA",939038,2390,7.11930720588517,0.000638951778309291,-0.0669873949040539,-0.0730285370702108,"G1","XRA"
"XTVBLW","XRA",391969,1660,7.36792960667808,0,-0.0626779587266798,-0.0484304893400878,"G1","XRA"
"EJQKYZ","XRA",117015,677,12.6940990471307,0,-0.0301367228275851,-0.0412442287148904,"G1","XRA"
"VXRKNN","XRA",289910,1082,13.8950018971405,0,-0.0468244991603309,0.0395662200971998,"G2M","XRA"
"GSATHI","XRA",164060,811,4.73729123491406,0,-0.043850903021669,-0.0419685990138244,"G1","XRA"
"XWLVGP","XRA",14576,821,8.63062568605928,0,0.0125971568823662,-0.0643927009120931,"S","XRA"
"AKHFFD","XRA",589090,2063,11.8808671001035,0.000339506696769594,-0.0149674575415119,-0.0850284175659189,"G1","XRA"
"HCNHKR","XRA",65871,536,6.53701932565165,0,-0.0322843497390956,-0.04175483831468,"G1","XRA"
"XHBTBP","XRA",46935,1741,8.68008948545861,0.0170448492596144,-0.00134564819602032,-0.0663834214761626,"G1","XRA"
"DGMOZP","XRA",9738,335,14.9620045183816,0,-0.0438420672995468,-0.0223017276630896,"G1","XRA"
"XKQRIY","XRA",504797,1139,13.8423960522745,0,-0.0516590147180318,-0.0260625708916839,"G1","XRA"
"ANMEXT","XRA",1328795,2145,12.6392709183885,0,-0.0640165967191981,-0.0765844534770743,"G1","XRA"
"LNTLHQ","XRA",1444320,2673,6.88503932646505,0.00900077545142351,-0.00891673878721233,-0.00505738729018071,"G1","XRA"
"UGVRIG","XRA",1035156,1945,14.802116782398,0,-0.00638128557375542,0.00065273458640995,"G2M","XRA"
"ONVSYC","XRA",301869,541,0,0,-0.0325410581613374,-0.0276100823824697,"G1","XRA"
"KHCAIY","XRA",395290,1423,10.1242126034051,0,-0.0574528005971318,-0.0605158551239451,"G1","XRA"
"IZNATC","XRA",94228,1648,13.4981109648937,0.050940272530458,0.0606541161310667,-0.0750401436173223,"S","XRA"
"YGUUCS","XRA",249984,832,13.5620679723502,0,-0.0418248662484369,-0.00280012537538742,"G1","XRA"
"YBUINV","XRA",1177521,2855,7.02017203939463,0.0180888493708392,-0.0844154612723606,-0.0487399198825076,"G1","XRA"
"XOSQLV","XRA",393336,1778,13.8599060345354,0.00584741798360689,-0.00676768528824744,-0.0316475125132701,"G1","XRA"
"HYVLAZ","XRA",1273118,2619,6.25456556265798,0.0395878465311149,0.0413485452214469,-0.0946972388107411,"S","XRA"
"LEDBAG","XRA",317572,1037,8.0976912322245,0,0.0261856717098166,-0.0645597217220889,"S","XRA"
"PFLIAK","XRA",1308830,2619,10.9515368688065,0.0127594874811855,0.0192587852762755,-0.0865697955213996,"S","XRA"
"KCRGTZ","XRA",84038,960,5.10840334134558,0,-0.0447904233304576,-0.0604627613837909,"G1","XRA"
"QTTKOZ","XRA",56430,763,10.2551834130782,0,-0.0372966582095541,-0.00663422916199455,"G1","XRA"
"QWLWDM","XRA",39256,600,4.55981251273691,0,0.0718954530592998,-0.0177708543129296,"S","XRA"
"POVWZE","XRA",375025,1350,6.37904139724018,0,-0.0561955442762162,-0.0712178101145398,"G1","XRA"
"FPXYKZ","XRA",363546,1232,12.6740495013011,0,-0.0436987706495662,-0.0540459067008366,"G1","XRA"
"SETNEH","XRA",56301,249,1.09411910978491,0,-0.0173048909232613,-0.00843207051491198,"G1","XRA"
"NNPLJV","XRA",393516,826,10.2107665253764,0,-0.0363693901803063,-0.00243729150882331,"G1","XRA"
"POGSDQ","XRA",456640,1254,8.42173265592151,0.000218990889978977,0.0951200065774962,-0.0448735176497117,"S","XRA"
"SBXSOO","XRA",598643,1202,0.0091874456061459,0,-0.0412778150460435,-0.0417569666128069,"G1","XRA"
"MHJBXF","XRA",156414,589,0,0,0.0335443763840958,-0.0378719467528241,"S","XRA"
"WDXXTU","XRA",252065,1578,6.05280384027929,0,-0.0589869802210287,-0.0819499477610921,"G1","XRA"
"PUROPK","XRA",157009,953,4.52776592424638,0,-0.0188229550761138,0.0274421178451608,"G2M","XRA"
"VRCLEL","XRA",793677,2256,8.37103758833883,0,-0.0352202820930153,-0.0591128391497801,"G1","XRA"
"GMDXMJ","XRA",219056,1641,12.7711635380907,0.000456504272879994,-0.042690701704253,0.0145708245263761,"G2M","XRA"
"FFOPZQ","XRA",165445,690,0.0247816494907673,0,-0.0348959569694647,-0.0421769570011318,"G1","XRA"
"UVBFRR","XRA",11092,369,8.97042913811756,0,-0.0291788194127821,0.019157668848567,"G2M","XRA"
"NLZGSD","XRA",15419,240,0,0,-0.0202974661748593,-0.0192778491270074,"G1","XRA"
"KBCMNG","XRA",37269,662,12.2246370978561,0,-0.0409888055753798,0.00652208154771713,"G2M","XRA"
"WKEIFZ","XRA",1208103,2132,7.92010283891357,0,-0.0784841368708926,-0.00471654394093346,"G1","XRA"
"NGPFYV","XRA",70209,1034,6.72848210343403,0,0.0541271365206007,-0.0648098432060614,"S","XRA"
"UVXEYU","XRA",359194,774,0.0203232793420825,0,-0.043416336264118,0.026807091094907,"G2M","XRA"
"JULFOA","XRA",136200,789,10.0917767988253,0,-0.0310757369915165,-0.0560262312106094,"G1","XRA"
"RLIJPH","XRA",407917,2562,8.20215877249539,0.073544372997448,-0.0482382940581027,-0.0671635478222224,"G1","XRA"
"GYQNER","XRA",490034,1438,9.70830595428072,0,-0.0483951159939632,0.0191537135919983,"G2M","XRA"
"KNXYJT","XRA",360814,1226,14.2439040613723,0,-0.0519749072888712,-0.00731776380202977,"G1","XRA"
"GSSBAQ","XRA",603888,1857,13.5649325702779,0,-0.0177593154363903,-0.0601240779692028,"G1","XRA"
"OUPMZZ","XRA",1483579,2962,7.67684093668082,0.00404427401574166,-0.0603969398524846,-0.0274850314163627,"G1","XRA"
"HSFEZV","XRA",133780,1094,7.99073105097922,0,-0.0329593835321593,-0.0312334629523463,"G1","XRA"
"IPCPUN","XRA",66241,294,1.4839751815341,0,-0.0172560708646215,-0.0225474065885547,"G1","XRA"
