"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"BMP5",5.22294323609923e-95,2.35600610213329,0.267,0.034,2.23228593910881e-90,"0","BMP5"
"LTBP1",4.53710624252775e-94,1.52528779310056,0.403,0.093,1.93915920805636e-89,"0","LTBP1"
"DNM3OS",9.25586846211114e-94,1.78000727306169,0.262,0.034,3.9559581807063e-89,"0","DNM3OS"
"PDK4",1.24207436958787e-93,1.23524821476658,0.753,0.327,5.30862585561855e-89,"0","PDK4"
"AKR1C2",1.8537090655574e-93,1.2447673952102,0.373,0.079,7.92275254619234e-89,"0","AKR1C2"
"OPHN1",5.29460305652666e-93,1.83666370637715,0.312,0.054,2.26291334635949e-88,"0","OPHN1"
"DEPP1",1.36522909026336e-92,1.83077438997854,0.448,0.119,5.83498913178561e-88,"0","DEPP1"
"FOS",2.21051771046203e-92,1.42215756061219,0.906,0.602,9.4477526945147e-88,"0","FOS"
"FAM110B",4.20507407851923e-92,2.06420165614276,0.307,0.052,1.79724866115912e-87,"0","FAM110B"
"ADI1",7.49457515789206e-92,1.35917536485851,0.541,0.173,3.20318142248306e-87,"0","ADI1"
"AASS",9.20567149148353e-92,1.13631270929274,0.526,0.162,3.93450399546006e-87,"0","AASS"
"EPHX1",3.34629253969121e-91,1.19910242868634,0.388,0.087,1.43020543146403e-86,"0","EPHX1"
"RAI2",9.17448936804223e-91,1.71378281667648,0.283,0.042,3.92117675590125e-86,"0","RAI2"
"JUNB",1.99715713299507e-90,1.20505275955768,0.927,0.614,8.53584958642093e-86,"0","JUNB"
"SGCB",2.57198019604844e-90,1.49447390459912,0.355,0.073,1.0992643357911e-85,"0","SGCB"
"C15orf61",4.32028677518912e-90,1.60810820095335,0.355,0.073,1.84649056771583e-85,"0","C15orf61"
"RAB30",1.50232322350891e-89,1.9653496018981,0.29,0.047,6.42092945727709e-85,"0","RAB30"
"ABLIM1",8.51803327577772e-89,1.15933730726443,0.732,0.327,3.6406074220674e-84,"0","ABLIM1"
"RDH10",7.10105725367656e-88,1.97824603749851,0.37,0.086,3.03499187022136e-83,"0","RDH10"
"PLXDC2",1.16810054687157e-87,1.28330729019992,0.569,0.202,4.99246173732909e-83,"0","PLXDC2"
"PRRX1",1.32132980614174e-87,1.46853677565371,0.29,0.047,5.6473635914498e-83,"0","PRRX1"
"NHSL1",2.33597984494444e-87,2.60106076316511,0.289,0.049,9.98397785729254e-83,"0","NHSL1"
"RHOB",3.02447795290973e-87,0.610424666338634,0.729,0.294,1.29266187707362e-82,"0","RHOB"
"HMCN2",6.50881468665642e-87,2.58713254001939,0.258,0.037,2.78186739707695e-82,"0","HMCN2"
"FILIP1",1.1441838085203e-86,1.76587502567738,0.305,0.055,4.89024159761577e-82,"0","FILIP1"
"SPARC",2.31755407902934e-86,0.299655191971143,0.801,0.334,9.90522613377138e-82,"0","SPARC"
"CEBPD",3.65820617311555e-86,0.807019700085059,0.895,0.475,1.56351731838959e-81,"0","CEBPD"
"PAM",8.66570256403751e-85,1.5081977932453,0.43,0.117,3.70372127586963e-80,"0","PAM"
"NEXN",2.54585798162721e-84,0.971666279630397,0.384,0.091,1.08809970134747e-79,"0","NEXN"
"PTGR1",2.55309261249253e-84,2.13351843808483,0.282,0.047,1.09119178257931e-79,"0","PTGR1"
"THRB",4.77063822840105e-84,1.98574735894662,0.269,0.043,2.03897077881861e-79,"0","THRB"
"LIMA1",7.04982913625493e-84,1.16019023779502,0.558,0.197,3.01309697283536e-79,"0","LIMA1"
"SPON2",7.64128080425514e-84,2.324827928435,0.271,0.044,3.26588341573865e-79,"0","SPON2"
"TXNIP",7.98593751494797e-84,1.00437737844765,0.916,0.579,3.41318969388876e-79,"0","TXNIP"
"RUNX1T1",1.50602810903756e-83,1.25433724487334,0.457,0.134,6.43676413802655e-79,"0","RUNX1T1"
"SNAI2",1.59306755846107e-83,1.90719297392091,0.304,0.057,6.80877074486262e-79,"0","SNAI2"
"DSE",1.61550039806256e-83,1.51424828872241,0.407,0.109,6.90464870131937e-79,"0","DSE"
"LGMN",1.8350240080648e-83,1.26503480318368,0.53,0.179,7.84289261046896e-79,"0","LGMN"
"MEG8",5.19202137322359e-83,1.34542405095607,0.351,0.078,2.21906993491576e-78,"0","MEG8"
"ENPP1",7.39438737960806e-83,2.13756159074551,0.283,0.049,3.16036116604448e-78,"0","ENPP1"
"PNRC1",7.61945039007138e-83,1.17260192086714,0.86,0.512,3.25655309671651e-78,"0","PNRC1"
"CELF2",1.33880820678357e-82,0.92358540788043,0.671,0.277,5.72206627579299e-78,"0","CELF2"
"ITIH5",3.18005884118056e-82,2.58448085933407,0.272,0.046,1.35915714872057e-77,"0","ITIH5"
"PCSK5",6.29212565532343e-82,2.59235979466574,0.271,0.045,2.68925450508523e-77,"0","PCSK5"
"EID1",1.13516221874187e-81,0.849444945239747,0.769,0.363,4.85168332290276e-77,"0","EID1"
"RARRES2",1.85453184637075e-81,1.14066499722842,0.385,0.092,7.92626911138859e-77,"0","RARRES2"
"ARL6IP5",1.93614349311333e-81,0.875099413345599,0.776,0.372,8.27507728956639e-77,"0","ARL6IP5"
"HSPB8",4.34472620894855e-81,1.6047753852249,0.377,0.093,1.85693598170461e-76,"0","HSPB8"
"LPP",6.19806853859281e-81,0.855586620610128,0.655,0.266,2.64905449339457e-76,"0","LPP"
"FOXO3",1.68743719716507e-80,1.07242898530819,0.645,0.276,7.21210658068352e-76,"0","FOXO3"
"CTTN",2.27385760241138e-80,1.35988712508333,0.61,0.241,9.71846739270624e-76,"0","CTTN"
"KLF9",9.72427922269312e-80,1.12962261397502,0.597,0.234,4.15615693977904e-75,"0","KLF9"
"NCALD",2.60320418180064e-79,1.44674491752241,0.302,0.059,1.11260946730159e-74,"0","NCALD"
"FKBP9",3.67648893379868e-79,1.09292421785758,0.678,0.289,1.57133137030555e-74,"0","FKBP9"
"SPATA6",4.78329617843332e-79,2.65579237121609,0.251,0.039,2.0443807866624e-74,"0","SPATA6"
"CARHSP1",4.82473358353527e-79,1.00952696572913,0.456,0.138,2.06209113360298e-74,"0","CARHSP1"
"PTPRG",5.09444555155249e-79,0.957756239586608,0.555,0.202,2.17736602873353e-74,"0","PTPRG"
"DHRS3",5.29516767998487e-79,1.72953430998855,0.464,0.149,2.26315466642553e-74,"0","DHRS3"
"IGDCC4",9.55040426310076e-79,2.16281344173367,0.25,0.038,4.08184278204927e-74,"0","IGDCC4"
"ASPH",1.03258991658502e-78,0.922669726251925,0.581,0.221,4.4132893034844e-74,"0","ASPH"
"FNDC3B",2.63352478006362e-78,1.37039486867915,0.544,0.198,1.12556849099919e-73,"0","FNDC3B"
"CBLB",4.30873255669923e-78,1.05834313639239,0.677,0.295,1.84155229473325e-73,"0","CBLB"
"ECM2",7.67919167867184e-78,1.58592469602244,0.256,0.041,3.28208652346435e-73,"0","ECM2"
"CDKN1C",8.20255689736308e-78,1.10600526282088,0.356,0.084,3.50577281793298e-73,"0","CDKN1C"
"ECHDC2",1.01236748230777e-77,1.48767707812312,0.347,0.082,4.32685861938339e-73,"0","ECHDC2"
"PSAP",4.36457391230155e-77,0.882935316077009,0.885,0.499,1.86541889011768e-72,"0","PSAP"
"SPRY2",5.30483763726325e-77,2.03436766072992,0.376,0.102,2.26728760616631e-72,"0","SPRY2"
"KIAA0040",6.82894792838628e-77,1.52389131138382,0.523,0.197,2.9186923445923e-72,"0","KIAA0040"
"GRAMD2B",8.80935741034184e-77,1.60436771671564,0.312,0.066,3.7651193571801e-72,"0","GRAMD2B"
"CHD9",1.82269391674074e-76,1.49964615627549,0.521,0.194,7.79019380014993e-72,"0","CHD9"
"BGN",4.39298172874522e-76,2.22200125390606,0.256,0.043,1.87756039086571e-71,"0","BGN"
"SOCS3",8.37360174739382e-76,0.81219109750789,0.83,0.435,3.57887738683612e-71,"0","SOCS3"
"ATF3",2.31573443016043e-75,0.87424958897499,0.82,0.431,9.89744895450568e-71,"0","ATF3"
"CSF1",2.71673875259408e-75,1.09817418616954,0.384,0.103,1.16113414285871e-70,"0","CSF1"
"BDH2P1",4.32810236900411e-75,1.43015491378523,0.312,0.065,1.84983095251236e-70,"0","BDH2P1"
"DPYSL3",8.0755568911518e-75,2.33344226284497,0.254,0.044,3.45149301527828e-70,"0","DPYSL3"
"CPE",2.09774691519809e-74,0.65976126178569,0.378,0.096,8.96577031555665e-70,"0","CPE"
"PROCR",3.71324947527196e-74,1.99016883705698,0.311,0.07,1.58704282573123e-69,"0","PROCR"
"ITM2B",4.42528298477159e-73,0.651950740376695,0.974,0.704,1.89136594769138e-68,"0","ITM2B"
"ZFHX3",1.05496448416671e-72,0.712022098455143,0.443,0.139,4.50891820532853e-68,"0","ZFHX3"
"LAMP2",1.52920046153107e-72,1.09130972919482,0.615,0.273,6.53580277258377e-68,"0","LAMP2"
"IGFBP3",4.90817229207118e-72,0.576190030885606,0.383,0.103,2.09775283763122e-67,"0","IGFBP3"
"H6PD",7.52471926460784e-72,1.87510727454132,0.373,0.103,3.21606501369339e-67,"0","H6PD"
"GPHN",2.04434187558846e-71,2.3382085358792,0.273,0.055,8.73751717626506e-67,"0","GPHN"
"KLF4",2.0996106887789e-71,0.825881039493557,0.68,0.321,8.97373608384101e-67,"0","KLF4"
"ZFAND5",2.25342504695417e-71,0.899568084101305,0.874,0.541,9.63113865068211e-67,"0","ZFAND5"
"CREG1",5.92445831224302e-71,0.688680469213127,0.512,0.198,2.53211348265267e-66,"0","CREG1"
"NIT2",2.76565486510647e-70,1.36951045596632,0.365,0.099,1.18204088934651e-65,"0","NIT2"
"PRDX4",1.30719449775639e-69,0.974479937886659,0.465,0.153,5.58694928341082e-65,"0","PRDX4"
"DCUN1D3",2.49333413005813e-69,1.66654319671751,0.323,0.081,1.06565100718685e-64,"0","DCUN1D3"
"HNMT",5.80976227186039e-69,1.3020114314777,0.331,0.082,2.48309239499313e-64,"0","HNMT"
"GSTM3",6.11840840058683e-69,1.13671909089682,0.383,0.109,2.61500775041081e-64,"0","GSTM3"
"AP3S1",1.34701288228372e-68,1.13741111925374,0.453,0.15,5.75713305888063e-64,"0","AP3S1"
"ATRAID",1.42807839974193e-68,0.710086557621795,0.626,0.254,6.10360708049702e-64,"0","ATRAID"
"CBR3",1.48429800245817e-68,1.87873393474794,0.309,0.073,6.34388966250624e-64,"0","CBR3"
"FOSB",1.63317855600832e-68,0.693356659430541,0.877,0.542,6.98020514837955e-64,"0","FOSB"
"ARID5B",1.83619883835213e-68,0.715356489108731,0.866,0.491,7.84791383511702e-64,"0","ARID5B"
"ZFP36",2.1135617536394e-68,1.02738428386987,0.949,0.764,9.0333629350548e-64,"0","ZFP36"
"CYB5A",2.32251082864002e-68,1.13096110898257,0.419,0.133,9.92641128160746e-64,"0","CYB5A"
"PDK3",2.62198781660253e-68,2.04245558297868,0.327,0.087,1.12063759281592e-63,"0","PDK3"
"DUSP1",4.01294719554571e-68,0.99562390964899,0.93,0.661,1.71513363137624e-63,"0","DUSP1"
"ARHGAP10",5.92294354999794e-68,1.3809823982177,0.355,0.097,2.53146607326912e-63,"0","ARHGAP10"
"GPX4",1.23237388098021e-67,0.753602188076578,0.744,0.356,5.26716596730943e-63,"0","GPX4"
"NFIL3",1.633654020257e-67,1.15253124483954,0.522,0.202,6.98223728257844e-63,"0","NFIL3"
"OAT",3.03877381811901e-67,0.979784532986859,0.508,0.185,1.29877192986406e-62,"0","OAT"
"TMEM9",6.39650338475528e-67,1.5826902692387,0.29,0.065,2.73386554664441e-62,"0","TMEM9"
"SAMHD1",7.35033159308395e-67,1.43643909516418,0.517,0.208,3.14153172288408e-62,"0","SAMHD1"
"RAB34",1.11813701597491e-66,1.69441474209293,0.267,0.054,4.77891760627678e-62,"0","RAB34"
"ZBTB16",1.25377204934632e-66,1.01457487219288,0.461,0.158,5.35862173890616e-62,"0","ZBTB16"
"NFIC",3.50163156549523e-66,0.395920100481278,0.515,0.186,1.49659733109266e-61,"0","NFIC"
"RTN4",5.92679680915687e-66,0.674143329334092,0.769,0.392,2.53311295623365e-61,"0","RTN4"
"TENT5A",1.34239857044254e-65,1.56587645965442,0.373,0.11,5.73741149007141e-61,"0","TENT5A"
"JADE1",2.21572077994873e-65,1.74110184197104,0.331,0.088,9.46999061350087e-61,"0","JADE1"
"TMEM35B",2.37855627935772e-65,0.700690175957618,0.541,0.195,1.01659495379749e-60,"0","TMEM35B"
"GLG1",2.72944875812375e-65,0.996672857834022,0.641,0.3,1.16656639922209e-60,"0","GLG1"
"SSBP2",3.51169442518454e-65,1.4108840222828,0.423,0.143,1.50089819732387e-60,"0","SSBP2"
"MAOA",4.87771821401223e-65,1.86384472684804,0.322,0.086,2.08473676466883e-60,"0","MAOA"
"MIR99AHG",7.56266963547436e-65,1.48566588507494,0.285,0.065,3.23228500220174e-60,"0","MIR99AHG"
"NOTCH2",1.17612699485754e-64,1.17587235030972,0.46,0.167,5.02676677602112e-60,"0","NOTCH2"
"VIM",1.54578033995138e-64,0.597390045984698,0.992,0.786,6.60666517295219e-60,"0","VIM"
"PIP4P2",2.10282185896367e-64,1.5277062155462,0.294,0.068,8.98746062521072e-60,"0","PIP4P2"
"CLDN11",6.03205726706396e-64,2.30314964713825,0.29,0.071,2.57810127594314e-59,"0","CLDN11"
"PXDC1",7.51138504316255e-64,1.68640384468625,0.394,0.127,3.21036596744767e-59,"0","PXDC1"
"C12orf57",8.96363293649729e-64,0.460549125361329,0.605,0.256,3.83105671705894e-59,"0","C12orf57"
"ABL2",1.00533380342747e-63,1.1507348897231,0.525,0.21,4.296796675849e-59,"0","ABL2"
"COLEC12",2.00590937873562e-63,1.53589374206573,0.256,0.053,8.57325668471606e-59,"0","COLEC12"
"ALDH6A1",3.82012192344167e-63,1.2991917387655,0.326,0.088,1.63272011007897e-58,"0","ALDH6A1"
"SPSB1",1.99766422067598e-62,1.21100104128837,0.273,0.063,8.53801687916915e-58,"0","SPSB1"
"PKD2",2.12483281647708e-62,1.3913861900813,0.264,0.057,9.08153545762303e-58,"0","PKD2"
"ARHGAP1",2.55061866544708e-62,0.782217218324766,0.514,0.199,1.09013441761208e-57,"0","ARHGAP1"
"ITGB1BP1",3.17680311046573e-62,1.06324246372256,0.479,0.179,1.35776564941305e-57,"0","ITGB1BP1"
"OAF",5.10025992414942e-62,1.72641500282726,0.272,0.062,2.17985109158146e-57,"0","OAF"
"LSP1",5.73243855264321e-62,1.43448631472338,0.398,0.13,2.45004423739971e-57,"0","LSP1"
"AZI2",7.37044509099662e-62,1.6647443952332,0.316,0.086,3.15012823189195e-57,"0","AZI2"
"LMBRD1",9.96120143147985e-62,0.873921755870999,0.471,0.178,4.25741749181449e-57,"0","LMBRD1"
"SCARB2",1.96001738618098e-61,1.25075259391438,0.464,0.175,8.37711430853751e-57,"0","SCARB2"
"KLHL21",1.96985572290785e-61,1.57499491346386,0.388,0.128,8.41916335970814e-57,"0","KLHL21"
"CALU",3.47113664114054e-61,0.977746916926434,0.514,0.211,1.48356380042347e-56,"0","CALU"
"MAGI2-AS3",2.23450179196247e-60,1.41834578618165,0.262,0.058,9.55026065884761e-56,"0","MAGI2-AS3"
"TNS2",2.4002689775928e-60,1.03693848735935,0.442,0.159,1.02587496102316e-55,"0","TNS2"
"ABCC9",2.61222841005728e-60,0.791789459537527,0.283,0.068,1.11646642245848e-55,"0","ABCC9"
"DST",2.98783830349748e-60,0.636475762150926,0.546,0.228,1.27700209091482e-55,"0","DST"
"NENF",3.51228081181073e-60,0.711439203664877,0.423,0.141,1.50114881896791e-55,"0","NENF"
"SLC38A2",4.38121550525866e-60,0.639205180582706,0.887,0.566,1.87253150694755e-55,"0","SLC38A2"
"SELENBP1",5.98542141128263e-60,1.34742901992747,0.272,0.062,2.55816911118219e-55,"0","SELENBP1"
"CREB5",1.08126022432216e-59,1.31404427561383,0.318,0.087,4.62130619875293e-55,"0","CREB5"
"NAV1",3.58130239870505e-59,1.1969572450379,0.358,0.11,1.53064864520654e-54,"0","NAV1"
"C5orf15",8.10659869319369e-59,1.69897610463077,0.311,0.086,3.46476028147098e-54,"0","C5orf15"
"KCNQ1OT1",1.47532103243978e-58,1.58143879206289,0.394,0.14,6.30552209264761e-54,"0","KCNQ1OT1"
"MTUS1",3.90540440563986e-58,0.777221242873834,0.552,0.231,1.66916984297048e-53,"0","MTUS1"
"GYPC",3.98614838509569e-58,0.63468634312764,0.482,0.178,1.7036798197899e-53,"0","GYPC"
"C1orf21",1.03816178308282e-57,0.968841201530787,0.372,0.121,4.43710346089596e-53,"0","C1orf21"
"ITGB5",1.22558773506316e-57,1.69687138574242,0.264,0.063,5.23816197965993e-53,"0","ITGB5"
"TMEM59",2.39329972684381e-57,0.543492658223188,0.856,0.513,1.02289630325304e-52,"0","TMEM59"
"MT1X",6.26085372650509e-57,0.618562424504294,0.785,0.459,2.67588888270827e-52,"0","MT1X"
"INTS6",7.53178448554574e-57,1.02591454518035,0.628,0.309,3.21908468912225e-52,"0","INTS6"
"JDP2",8.83797698850713e-57,1.66864168315389,0.267,0.065,3.77735136488795e-52,"0","JDP2"
"GAS7",1.31938062673527e-56,1.57594015806692,0.289,0.077,5.63903279866654e-52,"0","GAS7"
"IFRD1",3.18399417726492e-56,0.69020331320216,0.663,0.332,1.36083911136303e-51,"0","IFRD1"
"HSPG2",3.21569771944429e-56,1.57683537913056,0.359,0.116,1.37438920529049e-51,"0","HSPG2"
"BNIP3",3.46430182123094e-56,1.01936196944075,0.377,0.125,1.48064259839411e-51,"0","BNIP3"
"TSPAN3",3.49624750112705e-56,1.16511228608424,0.419,0.155,1.4942961819817e-51,"0","TSPAN3"
"TMEM43",9.95407583244987e-56,1.16606858353331,0.424,0.158,4.25437201078907e-51,"0","TMEM43"
"GADD45B",1.79370684383831e-55,0.641604828357395,0.919,0.601,7.66630305056492e-51,"0","GADD45B"
"LTBP3",2.46074209473092e-55,1.54400632328689,0.256,0.062,1.051721171288e-50,"0","LTBP3"
"SPTBN1",4.15307171570838e-55,0.442291703061439,0.754,0.408,1.77502285129376e-50,"0","SPTBN1"
"AC119674.1",1.19694194432484e-54,0.948494406661712,0.25,0.058,5.11572987004437e-50,"0","AC119674.1"
"PLEKHG2",1.28428841397931e-54,1.684512046903,0.522,0.24,5.48904868134758e-50,"0","PLEKHG2"
"PLBD2",1.45985153027249e-54,1.24677875911244,0.312,0.091,6.23940544038463e-50,"0","PLBD2"
"REXO2",1.59738009170497e-54,0.750403711401899,0.464,0.178,6.82720251194702e-50,"0","REXO2"
"PXDN",1.78226248320892e-54,1.01670133093961,0.29,0.078,7.61738985323494e-50,"0","PXDN"
"POLG2",1.87277926995508e-54,1.27275291684892,0.325,0.1,8.00425859978802e-50,"0","POLG2"
"SLC43A3",1.93518218868389e-54,1.15252883547589,0.385,0.136,8.27096867443495e-50,"0","SLC43A3"
"KITLG",2.03420365335151e-54,1.52305513361135,0.287,0.08,8.69418641442437e-50,"0","KITLG"
"CRTAP",2.15599298142389e-54,1.03183487532313,0.517,0.233,9.21471400260569e-50,"0","CRTAP"
"ZCCHC24",2.49923231277887e-54,1.466399538619,0.28,0.075,1.06817189048169e-49,"0","ZCCHC24"
"TLN2",2.96930320180813e-54,1.54442793624123,0.301,0.086,1.2690801884528e-49,"0","TLN2"
"HIF3A",5.50089221053435e-54,1.24004852556204,0.378,0.129,2.35108133078238e-49,"0","HIF3A"
"ARNT",7.27227659252758e-54,1.1342767332263,0.336,0.106,3.10817101564629e-49,"0","ARNT"
"EMP2",1.50287532069042e-53,0.531683885845975,0.612,0.289,6.42328912063084e-49,"0","EMP2"
"LAMB2",1.59628126463891e-52,1.06687593460607,0.499,0.209,6.82250612506672e-48,"0","LAMB2"
"VAT1",1.77247164880704e-52,1.32398347479279,0.378,0.134,7.57554382700127e-48,"0","VAT1"
"SPRY1",2.13546690537143e-52,0.625773224488853,0.501,0.207,9.1269855535575e-48,"0","SPRY1"
"PER2",2.14734373451791e-52,0.838523991416619,0.454,0.179,9.17774712132953e-48,"0","PER2"
"FAM171B",4.80370195943399e-52,1.00006116027347,0.307,0.092,2.05310221746209e-47,"0","FAM171B"
"RTL8C",9.20118724016703e-52,0.649426313344021,0.57,0.264,3.93258742644739e-47,"0","RTL8C"
"ALDH2",1.01083837075254e-51,1.33439642669558,0.355,0.12,4.32032319659635e-47,"0","ALDH2"
"GSTM2",1.15386939648468e-51,1.0710194859263,0.28,0.076,4.93163780057551e-47,"0","GSTM2"
"IGF1R",2.82139381094685e-51,1.6511240667636,0.331,0.108,1.20586371479868e-46,"0","IGF1R"
"MAP7D3",3.13050750536387e-51,0.949172835125383,0.264,0.069,1.33797890779252e-46,"0","MAP7D3"
"COQ10B",4.31148850116748e-51,0.890307377183626,0.569,0.279,1.84273018539898e-46,"0","COQ10B"
"AC011497.2",5.69145829300554e-51,0.373731859755336,0.459,0.187,2.43252927443057e-46,"0","AC011497.2"
"IQCN",5.79912707152488e-51,1.48831905106457,0.376,0.134,2.47854691036973e-46,"0","IQCN"
"GSTP1",6.46471220772635e-51,0.484365576030914,0.827,0.459,2.76301799758224e-46,"0","GSTP1"
"INMT",7.10332312019687e-51,0.778699875533549,0.376,0.128,3.03596030157214e-46,"0","INMT"
"TRIP10",4.01370234409637e-50,1.11613511242424,0.34,0.114,1.71545638186679e-45,"0","TRIP10"
"RBBP6",4.07837432026453e-50,0.722513480833774,0.598,0.3,1.74309718448106e-45,"0","RBBP6"
"PLIN2",4.79230821504166e-50,1.10950364627017,0.584,0.285,2.04823253110881e-45,"0","PLIN2"
"UGGT2",5.02710213868463e-50,1.56212578872431,0.26,0.07,2.14858345407381e-45,"0","UGGT2"
"DSTN",5.34514512787956e-50,0.262422555178706,0.798,0.463,2.28451502765572e-45,"0","DSTN"
"JUP",8.35112679008049e-50,1.22419834515095,0.272,0.075,3.5692715900804e-45,"0","JUP"
"BTG2",1.12469128539732e-49,0.710162047342119,0.74,0.437,4.80693055378814e-45,"0","BTG2"
"CAVIN3",1.12839268265123e-49,0.66988430027662,0.32,0.099,4.82275032565137e-45,"0","CAVIN3"
"LEPROT",1.52758299582184e-49,0.759718060577134,0.64,0.334,6.52888972414255e-45,"0","LEPROT"
"KANK2",4.00406288938735e-49,0.994414470806297,0.298,0.09,1.71133647892415e-44,"0","KANK2"
"LGALS3",4.59354400674375e-49,0.454327395218518,0.779,0.429,1.96328070848228e-44,"0","LGALS3"
"CNN3",9.01967231139313e-49,0.365326897070878,0.713,0.359,3.85500794588942e-44,"0","CNN3"
"SPARCL1",1.06658787960337e-48,0.556323649131053,0.959,0.566,4.5585965974248e-44,"0","SPARCL1"
"ZFP36L2",2.23669290232525e-48,0.273102618605138,0.852,0.559,9.55962546453811e-44,"0","ZFP36L2"
"GRINA",3.0221158888318e-48,0.815638109689774,0.435,0.167,1.29165233088671e-43,"0","GRINA"
"TANK",3.70527446593247e-48,0.881441538607652,0.483,0.214,1.58363430673954e-43,"0","TANK"
"SRI",7.85774121929383e-48,0.458389495536444,0.575,0.266,3.35839859712618e-43,"0","SRI"
"IL15RA",1.49005458801942e-47,1.32166406790545,0.268,0.076,6.36849330919501e-43,"0","IL15RA"
"NABP1",2.11603951196756e-47,1.21966450536563,0.564,0.29,9.04395287414935e-43,"0","NABP1"
"CIRBP",2.42081924573023e-47,0.581347292768924,0.651,0.34,1.0346581456251e-42,"0","CIRBP"
"EPS8",2.75172146159822e-47,0.310959126824675,0.471,0.199,1.17608575268708e-42,"0","EPS8"
"MIR100HG",3.30077494819872e-47,1.16657289899074,0.264,0.075,1.41075121286013e-42,"0","MIR100HG"
"KIAA1217",3.40885656996197e-47,0.869326863802804,0.351,0.123,1.45694529800174e-42,"0","KIAA1217"
"RUFY3",3.4349247273107e-47,0.986329484161983,0.448,0.186,1.4680868284526e-42,"0","RUFY3"
"FEM1C",3.87702797799868e-47,1.67796648749721,0.285,0.085,1.65704175779664e-42,"0","FEM1C"
"GABPB2",4.80063455670881e-47,0.965665389585943,0.316,0.103,2.05179120953734e-42,"0","GABPB2"
"NEAT1",6.58081262777476e-47,0.642637800591604,0.956,0.736,2.81263931711093e-42,"0","NEAT1"
"EIF4EBP2",8.23572264203764e-47,0.466539787427854,0.474,0.205,3.51994785720689e-42,"0","EIF4EBP2"
"CKS1B",1.03415534617684e-46,0.98854942670773,0.282,0.083,4.41997994955982e-42,"0","CKS1B"
"CD164",1.18583289598288e-46,0.43586187776892,0.615,0.311,5.06824979743084e-42,"0","CD164"
"PIAS1",1.22121940035419e-46,1.03744898280381,0.443,0.189,5.21949171711382e-42,"0","PIAS1"
"SMAD3",5.21680288249944e-46,0.692579519451109,0.315,0.107,2.22966155198026e-41,"0","SMAD3"
"SOD2",6.43654995517284e-46,0.47117872632122,0.877,0.559,2.75098145084087e-41,"0","SOD2"
"PRDX6",7.47413731007771e-46,0.639544810583832,0.649,0.348,3.19444628632722e-41,"0","PRDX6"
"TMBIM4",8.60282210168137e-46,0.487046362871349,0.707,0.373,3.67684616625862e-41,"0","TMBIM4"
"KLF10",1.74542481223314e-45,0.460188700357481,0.669,0.359,7.45994564748444e-41,"0","KLF10"
"NR4A1",1.92092449348076e-45,0.552813507202935,0.667,0.378,8.21003128513679e-41,"0","NR4A1"
"BNIP3P1",2.55001295242207e-45,1.07816438481921,0.273,0.08,1.08987553586519e-40,"0","BNIP3P1"
"PEBP1",3.29885145053456e-45,0.608737939368351,0.604,0.298,1.40992910995847e-40,"0","PEBP1"
"TCF4",6.00985954412178e-45,0.364601022875862,0.746,0.42,2.56861396915765e-40,"0","TCF4"
"FKBP9P1",6.33105389139435e-45,0.634958048814444,0.308,0.099,2.70589243318194e-40,"0","FKBP9P1"
"FAM13A",6.999856202553e-45,1.26617800430265,0.26,0.076,2.99173854097115e-40,"0","FAM13A"
"ANXA2P2",7.42239364910337e-45,0.50093795357915,0.872,0.536,3.17233104562678e-40,"0","ANXA2P2"
